file,class,method,constructor,line,cbo,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/StoreController.java,br.ufc.great.syspromocity.controller.StoreController,"deletePromotion/3[java.lang.Integer,java.lang.Integer,br.ufc.great.syspromocity.controller.RedirectAttributes]",false,315,6,3,7,12,1,2,3,7,0,0,1,1,0,0,7,0,2,1,2,0,0,0,23,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/StoreController.java,br.ufc.great.syspromocity.controller.StoreController,"savePromotion/3[java.lang.Integer,br.ufc.great.syspromocity.model.Promotion,br.ufc.great.syspromocity.controller.RedirectAttributes]",false,166,6,1,6,7,1,2,3,6,0,0,0,0,0,0,5,0,2,0,0,0,0,0,22,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/StoreController.java,br.ufc.great.syspromocity.controller.StoreController,"editPromotion/3[java.lang.Long,java.lang.Long,br.ufc.great.syspromocity.controller.Model]",false,244,9,3,16,25,1,2,3,16,1,1,1,1,0,0,10,0,3,0,2,0,0,0,24,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/StoreController.java,br.ufc.great.syspromocity.controller.StoreController,index/1[br.ufc.great.syspromocity.controller.Model],false,63,6,1,6,9,1,1,1,6,1,1,0,0,0,0,6,0,1,0,0,0,0,0,12,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/StoreController.java,br.ufc.great.syspromocity.controller.StoreController,add/1[br.ufc.great.syspromocity.controller.Model],false,107,5,1,5,9,1,0,1,5,1,1,0,0,0,0,6,0,1,0,0,0,0,0,12,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/StoreController.java,br.ufc.great.syspromocity.controller.StoreController,delete/1[java.lang.Long],false,182,3,1,1,4,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/StoreController.java,br.ufc.great.syspromocity.controller.StoreController,"listPromotionsStoreOfUser/3[java.lang.Long,java.lang.Long,br.ufc.great.syspromocity.controller.Model]",false,457,8,1,8,11,1,1,3,8,1,1,0,0,0,0,9,0,2,0,0,0,0,0,20,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/StoreController.java,br.ufc.great.syspromocity.controller.StoreController,"saveEditedPromotion/5[java.lang.Integer,java.lang.Integer,java.lang.Integer,br.ufc.great.syspromocity.model.Promotion,br.ufc.great.syspromocity.controller.RedirectAttributes]",false,522,6,3,8,13,1,2,5,8,0,0,1,1,0,0,8,0,2,1,2,0,0,0,32,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/StoreController.java,br.ufc.great.syspromocity.controller.StoreController,"edit/2[java.lang.Long,br.ufc.great.syspromocity.controller.Model]",false,127,7,1,7,9,1,0,2,7,1,1,0,0,0,0,6,0,1,0,0,0,0,0,11,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/StoreController.java,br.ufc.great.syspromocity.controller.StoreController,"listPromotions/2[java.lang.Long,br.ufc.great.syspromocity.controller.Model]",false,194,8,1,8,11,1,1,2,8,1,1,0,0,0,0,8,0,2,0,0,0,0,0,16,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/StoreController.java,br.ufc.great.syspromocity.controller.StoreController,setUserService/1[br.ufc.great.syspromocity.service.UsersService],false,43,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/StoreController.java,br.ufc.great.syspromocity.controller.StoreController,"addPromotionStoreOfUser/3[java.lang.Integer,java.lang.Integer,br.ufc.great.syspromocity.controller.Model]",false,479,7,1,5,11,1,1,3,5,1,1,0,0,0,0,9,0,2,0,0,0,0,0,20,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/StoreController.java,br.ufc.great.syspromocity.controller.StoreController,"addPromotion/2[java.lang.Integer,br.ufc.great.syspromocity.controller.Model]",false,216,7,1,5,11,1,1,2,5,1,1,0,0,0,0,8,0,2,0,0,0,0,0,17,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/StoreController.java,br.ufc.great.syspromocity.controller.StoreController,setMyStoresService/1[br.ufc.great.syspromocity.service.MyStoresService],false,48,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/StoreController.java,br.ufc.great.syspromocity.controller.StoreController,"savePromotion/4[java.lang.Integer,java.lang.Integer,br.ufc.great.syspromocity.model.Promotion,br.ufc.great.syspromocity.controller.RedirectAttributes]",false,285,6,3,8,13,1,2,4,8,0,0,1,1,0,0,7,0,2,1,2,0,0,0,24,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/StoreController.java,br.ufc.great.syspromocity.controller.StoreController,showFormNewUsersStore/1[br.ufc.great.syspromocity.controller.Model],false,340,5,1,5,9,1,0,1,5,1,1,0,0,0,0,6,0,1,0,0,0,0,0,18,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/StoreController.java,br.ufc.great.syspromocity.controller.StoreController,"saveNewPromotionStoreOfUser/4[java.lang.Integer,java.lang.Integer,br.ufc.great.syspromocity.model.Promotion,br.ufc.great.syspromocity.controller.RedirectAttributes]",false,502,6,1,6,7,1,2,4,6,0,0,0,0,0,0,7,0,2,1,0,0,0,0,26,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/StoreController.java,br.ufc.great.syspromocity.controller.StoreController,"StoresOfUser/2[br.ufc.great.syspromocity.controller.Model,java.lang.Long]",false,381,9,2,8,15,1,3,2,8,1,1,0,1,0,0,7,0,5,0,1,0,0,0,17,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/StoreController.java,br.ufc.great.syspromocity.controller.StoreController,"list/2[java.lang.Integer,br.ufc.great.syspromocity.controller.Model]",false,82,7,1,10,15,1,4,2,10,1,1,0,0,0,0,9,4,4,3,0,0,0,0,19,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/StoreController.java,br.ufc.great.syspromocity.controller.StoreController,"saveNewUsersStore/2[br.ufc.great.syspromocity.model.Store,br.ufc.great.syspromocity.controller.RedirectAttributes]",false,354,8,2,9,15,1,3,2,9,1,1,0,1,0,0,5,0,4,2,1,0,0,0,23,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/StoreController.java,br.ufc.great.syspromocity.controller.StoreController,setStoreService/1[br.ufc.great.syspromocity.service.StoresService],false,38,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/StoreController.java,br.ufc.great.syspromocity.controller.StoreController,checkUser/0,false,52,2,1,5,4,0,1,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/StoreController.java,br.ufc.great.syspromocity.controller.StoreController,"editUserStore/3[java.lang.Long,java.lang.Long,br.ufc.great.syspromocity.controller.Model]",false,408,7,1,7,9,1,0,3,7,1,1,0,0,0,0,6,0,1,0,0,0,0,0,15,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/StoreController.java,br.ufc.great.syspromocity.controller.StoreController,"saveEditedUsersStore/2[br.ufc.great.syspromocity.model.Store,br.ufc.great.syspromocity.controller.RedirectAttributes]",false,423,6,1,5,8,1,2,2,5,1,1,0,0,0,0,5,0,2,2,0,0,0,0,18,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/FileUploadController.java,br.ufc.great.syspromocity.controller.FileUploadController,UploadPage/1[br.ufc.great.syspromocity.controller.Model],false,42,2,1,0,3,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/FileUploadController.java,br.ufc.great.syspromocity.controller.FileUploadController,getUserImage/1[java.lang.String],false,96,5,2,5,11,2,3,1,5,0,0,0,0,0,0,4,1,3,2,1,0,0,0,17,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/FileUploadController.java,br.ufc.great.syspromocity.controller.FileUploadController,getImage/1[java.lang.String],false,113,5,1,4,5,1,2,1,4,0,0,0,0,0,0,3,0,2,1,0,0,0,0,13,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/FileUploadController.java,br.ufc.great.syspromocity.controller.FileUploadController,"upload/3[java.lang.Long,br.ufc.great.syspromocity.controller.Model,br.ufc.great.syspromocity.controller.MultipartFile[]]",false,65,9,3,15,25,1,5,3,15,1,1,1,0,1,0,15,0,5,3,2,0,0,0,28,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/FileUploadController.java,br.ufc.great.syspromocity.controller.FileUploadController,getQRCodeImage/1[java.lang.String],false,122,5,2,5,11,2,3,1,5,0,0,0,0,0,0,4,1,3,2,1,0,0,0,18,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/FileUploadController.java,br.ufc.great.syspromocity.controller.FileUploadController,setUserService/1[br.ufc.great.syspromocity.service.UsersService],false,32,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/FileUploadController.java,br.ufc.great.syspromocity.controller.FileUploadController,checkUser/0,false,36,2,1,5,4,0,1,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/FileUploadController.java,br.ufc.great.syspromocity.controller.FileUploadController,viewFile/0,false,138,1,1,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/FileUploadController.java,br.ufc.great.syspromocity.controller.FileUploadController,"renameFile/2[java.io.File,java.lang.String]",false,46,0,3,2,11,2,2,2,2,0,0,0,0,0,0,1,0,2,0,1,0,0,0,11,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/CouponController.java,br.ufc.great.syspromocity.controller.CouponController,index/0,false,70,1,1,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/CouponController.java,br.ufc.great.syspromocity.controller.CouponController,"save/2[br.ufc.great.syspromocity.model.Coupon,br.ufc.great.syspromocity.controller.RedirectAttributes]",false,148,4,1,2,5,1,1,2,2,0,0,0,0,0,0,4,0,1,0,0,0,0,0,15,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/CouponController.java,br.ufc.great.syspromocity.controller.CouponController,add/1[br.ufc.great.syspromocity.controller.Model],false,108,5,1,5,8,1,0,1,5,1,1,0,0,0,0,6,0,0,0,0,0,0,0,11,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/CouponController.java,br.ufc.great.syspromocity.controller.CouponController,"list/2[java.lang.Integer,br.ufc.great.syspromocity.controller.Model]",false,81,7,1,10,15,1,4,2,10,1,1,0,0,0,0,9,4,4,3,0,0,0,0,18,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/CouponController.java,br.ufc.great.syspromocity.controller.CouponController,"edit/2[java.lang.Long,br.ufc.great.syspromocity.controller.Model]",false,128,7,1,7,9,1,0,2,7,1,1,0,0,0,0,7,0,0,0,0,0,0,0,11,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/CouponController.java,br.ufc.great.syspromocity.controller.CouponController,checkUser/0,false,41,2,1,5,4,0,1,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,2,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/CouponController.java,br.ufc.great.syspromocity.controller.CouponController,setCouponService/1[br.ufc.great.syspromocity.service.CouponsService],false,29,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/CouponController.java,br.ufc.great.syspromocity.controller.CouponController,setUserService/1[br.ufc.great.syspromocity.service.UsersService],false,34,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/CouponController.java,br.ufc.great.syspromocity.controller.CouponController,all/1[br.ufc.great.syspromocity.controller.Model],false,52,6,1,6,9,1,1,1,6,1,1,0,0,0,0,6,0,1,0,0,0,0,0,12,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/CouponController.java,br.ufc.great.syspromocity.controller.CouponController,delete/1[java.lang.Long],false,161,3,1,1,4,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,1,0,true
