file,complexity
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/mn.js,0
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/nb.js,0
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/nl.js,0
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/no.js,0
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/pl.js,0
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/pt-br.js,0
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/pt.js,0
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/ro.js,0
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/ru.js,0
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/si.js,0
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/sk.js,0
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/sl.js,0
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/sq.js,0
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/sr-latn.js,0
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/sr.js,0
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/sv.js,0
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/th.js,0
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/tr.js,0
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/tt.js,0
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/ug.js,0
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/uk.js,0
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/vi.js,0
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/zh-cn.js,0
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/zh.js,0
src/main/resources/static/plugins/ckeditor/plugins/about/dialogs/about.js,4
src/main/resources/static/plugins/ckeditor/plugins/clipboard/dialogs/paste.js,49
src/main/resources/static/plugins/ckeditor/plugins/dialog/dialogDefinition.js,0
src/main/resources/static/plugins/ckeditor/plugins/image/dialogs/image.js,307
src/main/resources/static/plugins/ckeditor/plugins/link/dialogs/anchor.js,20
src/main/resources/static/plugins/ckeditor/plugins/link/dialogs/link.js,127
src/main/resources/static/plugins/ckeditor/plugins/pastefromword/filter/default.js,143
src/main/resources/static/plugins/ckeditor/plugins/scayt/CHANGELOG.md,None
src/main/resources/static/plugins/ckeditor/plugins/scayt/LICENSE.md,None
src/main/resources/static/plugins/ckeditor/plugins/scayt/README.md,None
src/main/resources/static/plugins/ckeditor/plugins/scayt/dialogs/options.js,79
src/main/resources/static/plugins/ckeditor/plugins/scayt/dialogs/toolbar.css,None
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/_translationstatus.txt,None
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/af.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/ar.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/bg.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/ca.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/cs.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/cy.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/da.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/de-ch.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/de.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/el.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/en-gb.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/en.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/eo.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/es.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/et.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/eu.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/fa.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/fi.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/fr-ca.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/fr.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/gl.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/he.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/hr.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/hu.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/id.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/it.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/ja.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/km.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/ko.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/ku.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/lt.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/lv.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/nb.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/nl.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/no.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/pl.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/pt-br.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/pt.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/ru.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/si.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/sk.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/sl.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/sq.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/sv.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/th.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/tr.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/tt.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/ug.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/uk.js,0
